UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P1100;P1101_1;P1101_2;P1101_3;P1101_4;P1101_5;P1101_6;P1101_7;P1101_8;P1101_9;P1101_10;P1101_99;P1102;P1103;P1104_1;P1104_2;P1104_3;P1104_4;P1104_5;P1104_6;P1104_7;P1104_8;P1104_9;P1104_10;P1104_11;P1104_99;P1105;P1106_1;P1106_2;P1106_3;P1106_4;P1106_5;P1106_6;P1106_7;P1106_8;P1106_9;P1106_10;P1106_11;P1106_12;P1106_13;P1106_14;P1106_15;P1106_16;P1106_17;P1106_99;P1107A;P1107B;P1108;P1109_1;P1109_2;P1109_3;P1109_4;P1109_5;P1109_6;P1109_7;P1109_8;P1109_9;P1109_10;P1109_11;P1109_12;P1109_13;P1109_99;P1110;P1111_1;P1111_2;P1111_3;P1111_4;P1111_5;P1111_9;P1112_1;P1112_2;P1112_3;P1112_4;P1112_5;P1112_6;P1112_7;P1112_9;P1113_1;P1113_2;P1113_3;P1113_4;P1113_5;P1113_6;P1113_7;P1113_8;P1113_9;P1114_1;P1114_2;P1114_3;P1114_4;P1114_5;P1114_6;P1114_7;P1114_8;P1114_9;P1114_10;P1114_11;P1114_12;P1114_99;P1115;P1116;P1117;P1118;P1119_1;P1119_2;P1119_3;P1119_4;P1119_5;P1119_6;P1119_7;P1119_8;P1119_9;P1119_10;P1119_11;P1119_12;P1119_99;P1120A;P1120B;P1120C;P1120D;P1120E;P1120F;P1121;P1122;FEX_MUJER
621;27;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2103
621;38;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;446
621;48;1;2021;1;0;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;8; ; ; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;13; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2129
622;12;1;2021;1;0;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;6; ; ; ; ;5;6; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ;6; ;1;2; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;1;4;275
622;16;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;774
622;19;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;743
622;23;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543
622;27;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;201
622;28;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;639
622;37;1;2021;1;0;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;4; ;6;7;8;9; ; ; ;6; ; ; ; ; ;6; ; ; ; ;11; ; ; ; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;5; ; ; ; ; ; ;12; ;6; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;3;6; ;1008
622;38;1;2021;1;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;607
805;11;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;548
805;25;1;2021;1;0;1;1; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;1; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;470
805;28;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;773
805;36;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;4; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;1;4;548
805;38;1;2021;1;0;1;1; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;773
805;51;1;2021;1;0;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ;7; ; ; ; ; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;6;1; ; ;3; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;661
853;1;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;454
853;3;1;2021;1;0;1;9; ; ; ; ; ; ; ; ; ; ;99;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;320
853;10;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;227
853;22;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;641
853;28;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;548
853;38;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;274
853;53;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;291
853;70;1;2021;1;0;1;1;1; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7; ; ; ; ; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;2; ; ;5; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;1;3; ; ; ;4; ; ; ; ; ; ; ;12; ;2;2;2;2;2;1;1;2;274
853;80;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;310
885;8;1;2021;1;0;1;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ;3;4; ;6;7;8;9; ; ; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;17; ;1;6;1;1; ;3; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;1;1; ; ; ; ; ;6; ; ; ; ; ; ; ;3;3;3;3;3;3;6; ;22178
895;13;1;2021;1;0;1;1;1; ; ; ;5; ; ;8; ; ; ; ; ;1;2;3;4; ;6;7;8; ; ; ; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;6;1;1; ;3;4; ; ; ; ; ; ; ; ; ; ;1;1;2;3; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1578
895;16;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;5; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;1;3;1847
895;22;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1123
901;10;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;401
901;11;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;6; ;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;3;1;3;286
901;29;1;2021;1;0;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;7; ; ; ; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;6; ; ;9; ; ; ; ;6; ;1;3; ;2; ;4; ; ; ;8; ; ;11; ; ;3;3;3;3;3;3;1;1;1004
901;31;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;3;6; ;470
901;36;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;455
901;41;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;319
901;57;1;2021;1;0;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;9; ; ; ;1;1; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;8;9; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;352
920;25;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;5; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;1;2;6918
920;33;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9626
1027;9;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;498
1027;21;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1168
1027;26;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;499
1027;30;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;7; ; ; ; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;355
1027;34;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ;2; ; ; ; ;7; ; ; ; ; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;414
1027;38;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;5; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;6; ;625
1030;8;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;214
1030;16;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;442
1030;19;1;2021;1;0;1;1; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ;3;4; ;6;7; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;1;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;1;3;1;2;196
1030;20;1;2021;1;0;1;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;5; ; ; ; ; ; ; ; ; ; ;11;12; ;3;3;3;3;3;3;1;3;269
