UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P801;P802;P803;P804;FEX_MUJER
19721;85;1;2021;1;11;1;3;3;3;3;461
19773;5;1;2021;1;11;1;3;3;1;3;203
19773;13;1;2021;1;11;1;3;3;3;3;334
19773;21;1;2021;1;11;1;3;2;1;1;334
19773;25;1;2021;1;11;1;3;3;3;3;607
19773;36;1;2021;1;11;1;3;3;1;1;971
19773;39;1;2021;1;11;1;2;2;3;3;320
19773;44;1;2021;1;11;1;3;3;1;1;304
19773;50;1;2021;1;11;1;3;1;3;3;320
19773;58;1;2021;1;11;1;3;3;3;3;320
19826;3;1;2021;1;11;1;3;1;3;1;423
19826;6;1;2021;1;11;1;3;3;3;3;405
19826;10;1;2021;1;11;1;3;1;1;1;405
19826;15;1;2021;1;11;1;3;3;3;3;362
19826;30;1;2021;1;11;1;3;1;3;3;1640
19826;31;1;2021;1;11;1;3;3;3;3;405
19826;66;1;2021;1;11;1;3;3;3;3;362
19826;69;1;2021;1;11;1;3;3;3;3;453
19881;9;1;2021;1;11;1;3;3;3;3;653
19881;19;1;2021;1;11;1;3;3;3;3;625
19881;20;1;2021;1;11;1;3;3;3;3;1306
19881;32;1;2021;1;11;1;3;3;3;3;490
19881;38;1;2021;1;11;1;3;3;1;3;980
19881;54;1;2021;1;11;1;3;3;3;1;558
19881;55;1;2021;1;11;1;3;1;1;3;1397
19881;61;1;2021;1;11;1;3;3;3;3;980
19936;9;1;2021;1;11;1;1;1;1;1;347
19936;13;1;2021;1;11;1;1;1;1;1;347
19936;19;1;2021;1;11;1;3;1;1;1;678
19936;32;1;2021;1;11;1;1;1;1;1;817
19936;33;1;2021;1;11;1;3;3;1;1;326
19936;35;1;2021;1;11;1;3;3;3;3;232
19936;37;1;2021;1;11;1;3;3;3;3;1042
19936;48;1;2021;1;11;1;3;1;1;1;366
19936;55;1;2021;1;11;1;3;3;3;3;542
19992;15;1;2021;1;11;1;3;3;3;3;958
19992;25;1;2021;1;11;1;3;3;3;3;479
19992;30;1;2021;1;11;1;2;2;1;1;479
19992;33;1;2021;1;11;1;3;3;1;1;494
19992;37;1;2021;1;11;1;3;3;1;2;423
19992;44;1;2021;1;11;1;3;3;3;3;479
19992;53;1;2021;1;11;1;3;3;3;3;439
19992;54;1;2021;1;11;1;2;3;3;3;439
19992;65;1;2021;1;11;1;3;2;1;3;423
20042;1;1;2021;1;11;1;3;3;3;3;525
20042;7;1;2021;1;11;1;2;2;2;2;749
20042;10;1;2021;1;11;1;1;2;1;2;1231
20042;20;1;2021;1;11;1;3;3;3;3;546
20042;37;1;2021;1;11;1;2;2;2;2;559
20042;51;1;2021;1;11;1;3;2;1;1;1578
20095;34;1;2021;1;11;1;3;3;3;3;1409
20095;36;1;2021;1;11;1;2;2;1;1;1409
20095;37;1;2021;1;11;1;3;3;3;3;2408
20095;53;1;2021;1;11;1;2;2;2;2;1280
20095;57;1;2021;1;11;1;2;2;3;1;1365
20147;15;1;2021;1;11;1;3;3;3;3;513
20147;19;1;2021;1;11;1;3;1;3;3;513
20147;28;1;2021;1;11;1;3;3;3;3;583
20147;44;1;2021;1;11;1;3;3;3;3;1931
20147;57;1;2021;1;11;1;3;1;3;3;1228
20147;58;1;2021;1;11;1;3;3;3;3;854
20147;64;1;2021;1;11;1;3;3;3;3;547
20198;1;1;2021;1;11;1;3;2;1;3;782
20198;5;1;2021;1;11;1;2;2;3;3;1479
20198;10;1;2021;1;11;1;3;2;3;1;739
20198;26;1;2021;1;11;1;3;3;3;3;925
20198;42;1;2021;1;11;1;1;1;1;1;782
20251;2;1;2021;1;11;1;3;3;3;3;1097
20251;10;1;2021;1;11;1;2;2;1;1;401
20251;11;1;2021;1;11;1;3;1;1;1;297
20251;17;1;2021;1;11;1;3;3;3;3;285
20251;28;1;2021;1;11;1;1;1;1;1;357
20251;36;1;2021;1;11;1;3;1;3;3;838
20303;2;1;2021;1;11;1;3;3;3;3;525
20303;4;1;2021;1;11;1;1;1;1;3;244
20303;13;1;2021;1;11;1;3;1;1;3;263
20303;14;1;2021;1;11;1;2;2;2;2;249
20303;18;1;2021;1;11;1;3;3;3;3;275
20303;26;1;2021;1;11;1;3;1;1;1;244
20303;27;1;2021;1;11;1;3;3;3;3;748
20303;30;1;2021;1;11;1;3;3;3;3;881
20303;37;1;2021;1;11;1;2;2;1;1;234
20354;2;1;2021;1;11;1;3;3;3;3;297
20354;13;1;2021;1;11;1;3;1;3;3;808
20354;17;1;2021;1;11;1;3;3;1;3;745
20354;38;1;2021;1;11;1;1;1;1;1;297
20354;42;1;2021;1;11;1;1;1;1;1;531
20354;45;1;2021;1;11;1;3;3;1;3;297
20354;50;1;2021;1;11;1;3;3;3;3;328
20407;2;1;2021;1;11;1;1;1;1;2;1738
20407;9;1;2021;1;11;1;3;2;3;2;1396
20407;42;1;2021;1;11;1;8;8;1;1;926
20407;43;1;2021;1;11;1;3;3;1;3;653
20407;45;1;2021;1;11;1;3;3;3;3;2095
20407;46;1;2021;1;11;1;3;3;3;3;558
20407;54;1;2021;1;11;1;1;1;1;1;558
20462;17;1;2021;1;11;1;3;3;3;1;1960
20462;24;1;2021;1;11;1;3;3;1;3;916
20462;32;1;2021;1;11;1;3;3;3;3;522
20462;37;1;2021;1;11;1;3;3;1;1;1375
20462;40;1;2021;1;11;1;3;3;3;3;1307
20462;41;1;2021;1;11;1;3;3;3;3;522
20462;45;1;2021;1;11;1;3;3;3;3;433
20515;2;1;2021;1;11;1;3;1;3;3;511
20515;3;1;2021;1;11;1;3;3;3;3;511
20515;14;1;2021;1;11;1;2;2;3;3;457
20515;37;1;2021;1;11;1;3;1;1;1;474
20515;42;1;2021;1;11;1;1;2;2;2;457
20515;66;1;2021;1;11;1;3;3;3;3;474
20515;67;1;2021;1;11;1;3;3;1;1;474
20515;77;1;2021;1;11;1;3;1;3;3;457
20617;5;1;2021;1;11;1;1;1;1;1;288
20617;6;1;2021;1;11;1;3;3;3;3;328
20617;9;1;2021;1;11;1;2;2;1;1;341
20617;19;1;2021;1;11;1;3;3;3;3;735
20617;25;1;2021;1;11;1;3;3;1;3;272
20617;26;1;2021;1;11;1;3;3;3;3;1364
20617;32;1;2021;1;11;1;3;3;1;3;384
20617;34;1;2021;1;11;1;1;1;1;1;272
20617;43;1;2021;1;11;1;1;1;1;1;768
20617;55;1;2021;1;11;1;1;1;1;1;341
20672;17;1;2021;1;11;1;3;3;3;3;489
20672;21;1;2021;1;11;1;3;3;3;3;154
20672;22;1;2021;1;11;1;3;1;3;3;229
20672;24;1;2021;1;11;1;3;2;3;3;229
20672;28;1;2021;1;11;1;3;3;3;8;242
20672;41;1;2021;1;11;1;2;2;1;3;467
20672;43;1;2021;1;11;1;3;3;3;3;189
20672;48;1;2021;1;11;1;1;3;3;3;154
20672;49;1;2021;1;11;1;1;2;3;3;540
20672;53;1;2021;1;11;1;3;3;3;3;505
20719;2;1;2021;6;11;3;3;3;3;3;266
20719;8;1;2021;6;11;3;3;3;1;1;266
20719;14;1;2021;6;11;3;3;1;3;3;322
20719;16;1;2021;6;11;3;3;2;2;2;678
20719;17;1;2021;6;11;3;3;1;1;1;440
20719;19;1;2021;6;11;3;3;3;3;3;220
20719;28;1;2021;6;11;3;3;3;3;3;644
20719;30;1;2021;6;11;3;2;2;1;1;556
20719;35;1;2021;6;11;3;3;3;3;3;339
20719;39;1;2021;6;11;3;3;3;3;3;339
20727;2;1;2021;6;11;3;3;3;3;3;466
20727;3;1;2021;6;11;3;2;2;2;2;352
20727;11;1;2021;6;11;3;2;2;3;1;805
20727;26;1;2021;6;11;3;3;3;3;3;471
20727;28;1;2021;6;11;3;3;3;3;3;471
20727;30;1;2021;6;11;3;3;3;3;3;635
20727;32;1;2021;6;11;3;3;3;3;3;458
20727;41;1;2021;6;11;3;2;2;3;3;491
20727;49;1;2021;6;11;3;3;3;3;3;385
20727;51;1;2021;6;11;3;3;8;3;3;1439
20781;9;1;2021;6;11;3;3;3;3;3;423
20781;12;1;2021;6;11;3;3;3;1;1;366
20781;19;1;2021;6;11;3;3;3;3;3;556
20781;20;1;2021;6;11;3;8;2;2;2;557
20781;23;1;2021;6;11;3;3;3;3;3;278
20781;27;1;2021;6;11;3;9;1;3;3;616
20781;28;1;2021;6;11;3;3;3;1;3;553
20781;31;1;2021;6;11;3;3;3;3;3;430
20881;9;1;2021;6;11;3;3;3;1;1;523
20881;12;1;2021;6;11;3;3;3;1;3;573
20881;17;1;2021;6;11;3;3;2;3;3;604
20881;23;1;2021;6;11;3;1;1;1;1;1165
20881;27;1;2021;6;11;3;3;3;3;3;523
20881;28;1;2021;6;11;3;3;3;3;3;790
20881;45;1;2021;6;11;3;1;1;3;3;589
20881;54;1;2021;6;11;3;3;3;3;3;440
20881;59;1;2021;6;11;3;1;1;2;1;614
20956;3;1;2021;1;11;1;3;1;2;2;1046
20956;5;1;2021;1;11;1;3;3;1;1;971
20956;11;1;2021;1;11;1;3;1;1;1;993
20956;21;1;2021;1;11;1;3;1;1;1;935
20956;37;1;2021;1;11;1;2;3;1;1;1094
20956;43;1;2021;1;11;1;3;3;3;8;2118
20956;70;1;2021;1;11;1;3;1;1;1;2093
21014;7;1;2021;1;11;1;3;3;3;3;1223
21014;10;1;2021;1;11;1;3;3;3;3;2134
21014;12;1;2021;1;11;1;3;1;3;1;362
21014;25;1;2021;1;11;1;3;1;3;3;390
21014;28;1;2021;1;11;1;3;3;3;3;724
21014;42;1;2021;1;11;1;3;3;3;3;754
21014;46;1;2021;1;11;1;3;3;1;1;362
21014;55;1;2021;1;11;1;2;2;1;1;408
21014;57;1;2021;1;11;1;3;3;3;3;754
21070;3;1;2021;1;11;1;3;3;3;3;235
21070;11;1;2021;1;11;1;3;3;3;3;330
21070;13;1;2021;1;11;1;3;3;3;3;330
21070;15;1;2021;1;11;1;3;3;3;3;351
21070;45;1;2021;1;11;1;3;3;3;3;772
21070;50;1;2021;1;11;1;3;3;3;3;1158
21070;51;1;2021;1;11;1;3;3;1;3;329
21070;54;1;2021;1;11;1;3;3;3;3;704
21130;8;1;2021;1;11;1;3;3;3;3;722
21130;15;1;2021;1;11;1;3;1;3;1;722
21130;22;1;2021;1;11;1;3;3;3;3;1198
21130;24;1;2021;1;11;1;2;2;1;3;577
21130;32;1;2021;1;11;1;3;1;3;1;675
21130;44;1;2021;1;11;1;1;1;3;1;957
21130;46;1;2021;1;11;1;3;3;3;3;1839
21130;63;1;2021;1;11;1;3;1;1;1;675
21293;12;1;2021;6;11;3;3;3;1;1;1509
21293;26;1;2021;6;11;3;3;3;3;3;2278
21293;49;1;2021;6;11;3;3;1;3;3;1509
21293;60;1;2021;6;11;3;3;3;1;3;1526
21293;63;1;2021;6;11;3;3;3;3;3;1565
21313;9;1;2021;1;11;1;3;3;3;3;203
21313;16;1;2021;1;11;1;3;3;3;3;250
21313;18;1;2021;1;11;1;3;3;3;3;285
21313;19;1;2021;1;11;1;1;3;3;3;250
21313;32;1;2021;1;11;1;8;3;1;3;227
21313;42;1;2021;1;11;1;3;3;1;3;616
21313;50;1;2021;1;11;1;1;1;1;3;1775
21313;59;1;2021;1;11;1;3;3;3;3;887
21313;63;1;2021;1;11;1;3;3;3;3;333
21367;1;1;2021;1;11;1;3;3;1;1;652
21367;10;1;2021;1;11;1;3;3;3;3;314
21367;19;1;2021;1;11;1;3;3;3;3;250
21367;20;1;2021;1;11;1;3;1;3;3;667
21367;22;1;2021;1;11;1;3;3;1;1;667
21367;33;1;2021;1;11;1;3;3;1;1;961
21367;35;1;2021;1;11;1;3;3;3;3;356
21367;49;1;2021;1;11;1;3;3;3;3;447
21367;51;1;2021;1;11;1;3;3;3;3;275
21424;9;1;2021;1;11;1;3;3;3;3;1257
21424;13;1;2021;1;11;1;3;3;3;1;1405
21424;24;1;2021;1;11;1;3;3;3;3;1198
21424;27;1;2021;1;11;1;3;3;2;2;1166
21424;40;1;2021;1;11;1;3;3;3;3;466
21480;11;1;2021;1;11;1;3;3;3;3;5497
21480;13;1;2021;1;11;1;3;3;3;3;2748
21480;63;1;2021;1;11;1;3;3;3;3;2455
21540;13;1;2021;1;11;1;3;3;3;3;1731
21540;17;1;2021;1;11;1;3;3;3;3;1423
21540;18;1;2021;1;11;1;3;3;1;1;1216
21540;47;1;2021;1;11;1;3;1;3;3;1361
21597;2;1;2021;1;11;1;3;3;3;3;304
21597;4;1;2021;1;11;1;3;3;3;3;317
21597;5;1;2021;1;11;1;3;3;1;3;895
21597;6;1;2021;1;11;1;3;3;3;3;857
21597;25;1;2021;1;11;1;2;2;2;2;479
21597;26;1;2021;1;11;1;3;3;3;3;857
21656;2;1;2021;1;11;1;3;3;1;1;1152
21656;10;1;2021;1;11;1;1;1;3;3;1636
21656;24;1;2021;1;11;1;2;2;3;1;2708
21656;35;1;2021;1;11;1;3;3;3;3;2225
21656;39;1;2021;1;11;1;3;3;3;3;3455
21712;9;1;2021;1;11;1;3;1;1;3;368
21712;34;1;2021;1;11;1;3;3;3;3;368
21712;40;1;2021;1;11;1;3;1;1;3;382
21712;42;1;2021;1;11;1;3;3;3;3;431
21712;51;1;2021;1;11;1;3;1;1;3;382
21712;64;1;2021;1;11;1;3;3;3;1;368
21712;68;1;2021;1;11;1;3;3;3;3;398
21712;68;2;2021;1;11;1;3;3;3;3;611
21712;74;1;2021;1;11;1;3;3;3;3;736
21712;75;1;2021;1;11;1;3;1;3;3;736
21712;83;1;2021;1;11;1;3;3;3;3;412
21771;12;1;2021;1;11;1;3;3;3;3;1230
21771;23;1;2021;1;11;1;3;2;1;1;3503
21771;32;1;2021;1;11;1;3;3;3;3;911
21771;35;1;2021;1;11;1;3;3;3;3;2749
21771;40;1;2021;1;11;1;3;3;1;1;2571
21825;1;1;2021;1;11;1;3;3;3;3;1351
21825;11;1;2021;1;11;1;3;1;1;1;577
21825;16;1;2021;1;11;1;3;2;3;2;1445
21825;26;1;2021;1;11;1;3;1;1;1;1154
21825;37;1;2021;1;11;1;3;3;3;3;1962
21825;41;1;2021;1;11;1;3;3;3;3;722
21879;20;1;2021;1;11;1;3;1;3;1;406
21879;25;1;2021;1;11;1;3;3;3;3;388
21879;28;1;2021;1;11;1;3;3;3;3;721
21879;32;1;2021;1;11;1;3;3;3;1;694
21879;35;1;2021;1;11;1;3;3;1;1;406
21879;41;1;2021;1;11;1;3;3;3;3;751
21879;56;1;2021;1;11;1;3;3;2;1;406
21879;62;1;2021;1;11;1;2;2;1;2;393
21879;68;1;2021;1;11;1;3;1;3;3;288
21935;7;1;2021;1;11;1;3;3;1;3;549
21935;10;1;2021;1;11;1;3;3;3;3;470
21935;21;1;2021;1;11;1;3;3;3;3;549
21935;32;1;2021;1;11;1;2;2;1;1;588
21935;51;1;2021;1;11;1;3;3;2;2;499
21935;59;1;2021;1;11;1;3;1;1;8;549
21935;65;1;2021;1;11;1;3;2;1;1;1016
21935;66;1;2021;1;11;1;1;3;1;3;4315
21992;3;1;2021;1;11;1;3;1;3;1;502
21992;5;1;2021;1;11;1;3;3;3;3;446
21992;19;1;2021;1;11;1;2;1;2;2;341
21992;39;1;2021;1;11;1;3;1;1;1;502
21992;53;1;2021;1;11;1;3;3;3;3;480
21992;55;1;2021;1;11;1;3;3;1;3;858
21992;62;1;2021;1;11;1;3;3;3;3;480
22046;20;1;2021;1;11;1;1;1;1;1;304
22046;31;1;2021;1;11;1;1;1;3;3;335
22046;41;1;2021;1;11;1;3;3;3;3;324
22046;50;1;2021;1;11;1;3;3;3;3;324
22046;60;1;2021;1;11;1;3;3;3;3;228
22046;64;1;2021;1;11;1;3;3;3;3;335
22046;65;1;2021;1;11;1;3;3;3;3;297
22046;71;1;2021;1;11;1;2;2;3;3;335
22046;72;1;2021;1;11;1;2;2;2;2;324
22046;80;1;2021;1;11;1;3;3;3;3;286
22100;17;1;2021;1;11;1;3;1;3;1;507
22100;20;1;2021;1;11;1;3;3;3;3;655
22100;36;1;2021;1;11;1;3;3;3;3;647
22100;40;1;2021;1;11;1;3;3;3;1;615
22100;51;1;2021;1;11;1;3;1;3;1;1734
22100;71;1;2021;1;11;1;3;3;3;3;600
22100;75;1;2021;1;11;1;3;3;3;3;600
22155;5;1;2021;1;11;1;3;2;2;2;1004
22155;59;1;2021;1;11;1;3;2;2;2;1124
22155;66;1;2021;1;11;1;2;2;3;3;1175
22155;69;1;2021;1;11;1;3;3;3;3;1256
22155;96;1;2021;1;11;1;2;2;3;3;1067
22155;102;1;2021;1;11;1;3;3;3;3;3127
22155;112;1;2021;1;11;1;3;3;3;3;1124
22207;7;1;2021;1;11;1;3;3;3;3;716
22207;28;1;2021;1;11;1;2;2;2;2;251
22207;30;1;2021;1;11;1;3;3;3;3;286
22207;38;1;2021;1;11;1;3;3;3;3;237
22207;45;1;2021;1;11;1;1;1;1;1;594
22207;54;1;2021;1;11;1;3;1;1;1;324
22207;56;1;2021;1;11;1;3;3;3;3;648
22207;69;1;2021;1;11;1;3;3;3;3;237
22207;72;1;2021;1;11;1;3;3;3;3;475
22260;31;1;2021;1;11;1;1;2;2;1;311
22260;32;1;2021;1;11;1;3;1;3;1;311
22260;45;1;2021;1;11;1;3;1;1;3;902
22260;48;1;2021;1;11;1;2;2;1;1;231
22260;66;1;2021;1;11;1;1;1;1;1;348
22260;81;1;2021;1;11;1;3;3;3;3;325
22260;86;1;2021;1;11;1;3;3;1;3;325
22260;95;1;2021;1;11;1;8;8;1;2;289
22260;99;1;2021;1;11;1;1;1;1;3;325
22260;111;1;2021;1;11;1;2;2;3;3;289
22314;1;1;2021;1;11;1;1;1;1;1;447
22314;2;1;2021;1;11;1;3;1;3;3;381
22314;5;1;2021;1;11;1;3;1;3;1;956
22314;20;1;2021;1;11;1;3;3;1;3;382
22314;22;1;2021;1;11;1;3;3;1;2;634
22314;24;1;2021;1;11;1;2;2;1;1;433
22314;38;1;2021;1;11;1;1;1;1;1;1434
22314;40;1;2021;1;11;1;3;1;1;1;433
22314;42;1;2021;1;11;1;1;1;1;1;433
22369;4;1;2021;1;11;1;1;2;1;3;509
22369;5;1;2021;1;11;1;3;3;3;3;424
22369;13;1;2021;1;11;1;1;1;1;1;1085
22369;15;1;2021;1;11;1;3;3;1;3;639
22369;28;1;2021;1;11;1;2;2;3;3;424
22369;31;1;2021;1;11;1;3;1;3;1;1104
22369;49;1;2021;1;11;1;3;3;3;3;572
22369;53;1;2021;1;11;1;3;3;3;3;530
22369;60;1;2021;1;11;1;3;1;1;1;639
22423;21;1;2021;1;11;1;2;2;1;1;1746
22423;42;1;2021;1;11;1;3;3;3;1;1638
22423;49;1;2021;1;11;1;3;3;3;3;862
22423;59;1;2021;1;11;1;3;1;3;3;901
22423;73;1;2021;1;11;1;3;1;3;1;1352
22474;17;1;2021;1;11;1;1;1;3;2;1033
22474;18;1;2021;1;11;1;3;3;3;3;1101
22474;26;1;2021;1;11;1;3;3;1;3;971
22474;38;1;2021;1;11;1;3;1;3;1;2431
22474;45;1;2021;1;11;1;1;1;1;1;1009
22474;51;1;2021;1;11;1;2;2;3;2;1088
22529;5;1;2021;1;11;1;3;3;3;3;484
22529;16;1;2021;1;11;1;3;3;3;3;413
22529;31;1;2021;1;11;1;3;1;3;3;879
22529;42;1;2021;1;11;1;3;3;3;3;463
22529;44;1;2021;1;11;1;2;2;3;1;1035
22529;45;1;2021;1;11;1;3;3;1;1;294
22529;50;1;2021;1;11;1;3;3;3;3;1874
22529;62;1;2021;1;11;1;3;3;3;3;859
22584;13;1;2021;1;11;1;3;3;1;1;490
22584;37;1;2021;1;11;1;3;3;3;3;490
22584;43;1;2021;1;11;1;3;2;1;3;891
22584;48;1;2021;1;11;1;3;3;3;3;435
22584;69;1;2021;1;11;1;2;2;3;3;435
22584;72;1;2021;1;11;1;3;3;3;1;870
22584;73;1;2021;1;11;1;3;3;1;3;475
22642;1;1;2021;1;11;1;3;1;1;1;1271
22642;3;1;2021;1;11;1;3;3;3;3;3662
22642;9;1;2021;1;11;1;2;2;3;3;425
22642;12;1;2021;1;11;1;3;3;3;3;1196
22642;38;1;2021;1;11;1;3;3;1;3;476
22642;42;1;2021;1;11;1;3;3;3;3;525
22697;2;1;2021;1;11;1;3;3;3;3;427
22697;7;1;2021;1;11;1;2;2;1;1;365
22697;21;1;2021;1;11;1;3;1;3;3;413
22697;23;1;2021;1;11;1;1;1;1;1;728
22697;27;1;2021;1;11;1;3;3;3;3;1094
22697;37;1;2021;1;11;1;3;1;3;3;816
22697;40;1;2021;1;11;1;3;3;3;3;1163
22697;49;1;2021;1;11;1;3;3;3;3;365
22697;57;1;2021;1;11;1;3;3;3;3;1577
22753;22;1;2021;1;11;1;3;3;3;3;2833
22753;34;1;2021;1;11;1;3;2;3;3;2968
22753;39;1;2021;1;11;1;2;2;2;2;766
22753;40;1;2021;1;11;1;8;1;1;3;1856
22753;63;1;2021;1;11;1;2;2;1;2;907
22753;69;1;2021;1;11;1;3;3;3;3;907
22753;74;1;2021;1;11;1;3;2;2;1;873
22807;8;1;2021;1;11;1;3;1;3;1;1398
22807;12;1;2021;1;11;1;3;3;3;3;624
22807;17;1;2021;1;11;1;3;2;1;2;624
22807;20;1;2021;1;11;1;3;3;1;3;664
22807;36;1;2021;1;11;1;3;3;3;3;1415
22807;37;1;2021;1;11;1;3;3;3;3;444
22807;66;1;2021;1;11;1;1;1;1;1;730
22861;1;1;2021;1;11;1;3;1;1;3;410
22861;16;1;2021;1;11;1;3;3;1;3;410
22861;17;1;2021;1;11;1;3;3;3;3;196
22861;28;1;2021;1;11;1;3;3;1;3;205
22861;32;1;2021;1;11;1;3;3;3;3;196
22861;36;1;2021;1;11;1;3;3;3;3;534
22861;41;1;2021;1;11;1;3;1;1;1;614
22861;42;1;2021;1;11;1;3;1;1;1;513
22861;43;1;2021;1;11;1;3;3;3;3;247
22861;46;1;2021;1;11;1;2;2;1;1;839
22918;1;1;2021;1;11;1;3;3;3;3;7435
22918;31;1;2021;1;11;1;3;3;3;3;3326
22975;1;1;2021;1;11;1;3;1;3;1;776
22975;17;1;2021;1;11;1;1;1;3;1;360
22975;26;1;2021;1;11;1;3;3;3;3;276
22975;27;1;2021;1;11;1;1;1;1;1;393
22975;29;1;2021;1;11;1;3;3;3;3;346
22975;35;1;2021;1;11;1;1;1;1;1;737
22975;36;1;2021;1;11;1;3;1;1;1;304
22975;59;1;2021;1;11;1;3;3;1;3;785
22975;63;1;2021;1;11;1;1;1;1;1;608
22975;69;1;2021;1;11;1;1;2;1;1;287
23031;6;1;2021;1;11;1;3;3;3;3;289
23031;12;1;2021;1;11;1;3;3;3;3;637
23031;22;1;2021;1;11;1;3;3;3;3;637
23031;30;1;2021;1;11;1;3;3;3;3;289
23031;40;1;2021;1;11;1;3;3;3;3;637
23031;42;1;2021;1;11;1;2;2;1;1;341
23031;44;1;2021;1;11;1;2;2;2;2;544
23031;49;1;2021;1;11;1;2;2;3;3;283
23031;57;1;2021;1;11;1;3;3;3;3;272
23031;62;1;2021;1;11;1;3;1;1;1;305
23085;4;1;2021;1;11;1;3;1;3;3;514
23085;7;1;2021;1;11;1;3;3;3;3;257
23085;15;1;2021;1;11;1;3;3;1;3;267
23085;16;1;2021;1;11;1;3;3;3;3;226
23085;28;1;2021;1;11;1;3;1;3;1;576
23085;32;1;2021;1;11;1;1;1;3;3;288
23085;37;1;2021;1;11;1;3;1;1;1;602
23085;40;1;2021;1;11;1;3;3;3;3;226
23085;52;1;2021;1;11;1;3;3;1;1;301
23085;54;1;2021;1;11;1;3;3;1;1;273
23138;3;1;2021;1;11;1;2;2;3;2;531
23138;7;1;2021;1;11;1;3;3;3;3;2375
23138;8;1;2021;1;11;1;3;3;3;3;1188
23138;17;1;2021;1;11;1;3;3;1;3;555
23138;19;1;2021;1;11;1;2;2;3;3;493
23138;52;1;2021;1;11;1;3;3;3;3;538
23138;62;1;2021;1;11;1;2;2;2;2;1027
23138;71;1;2021;1;11;1;3;3;2;2;475
23138;76;1;2021;1;11;1;2;2;3;2;493
23151;6;1;2021;6;11;3;3;3;1;3;906
23151;9;1;2021;6;11;3;3;1;3;3;437
23151;17;1;2021;6;11;3;1;1;1;1;660
23151;28;1;2021;6;11;3;3;3;3;3;460
23151;37;1;2021;6;11;3;3;3;3;3;899
23151;39;1;2021;6;11;3;3;3;1;3;874
23151;44;1;2021;6;11;3;3;3;3;3;460
23151;49;1;2021;6;11;3;3;3;3;3;874
23151;55;1;2021;6;11;3;1;1;1;1;486
23226;7;1;2021;1;11;1;3;3;3;3;319
23226;17;1;2021;1;11;1;3;1;3;3;203
23226;19;1;2021;1;11;1;3;3;3;3;182
23226;21;1;2021;1;11;1;2;2;1;3;639
23226;37;1;2021;1;11;1;3;3;3;3;265
23226;41;1;2021;1;11;1;1;1;2;2;672
23226;42;1;2021;1;11;1;3;3;3;3;424
23226;43;1;2021;1;11;1;1;1;1;3;1021
23226;46;1;2021;1;11;1;3;3;1;1;814
23226;54;1;2021;1;11;1;3;1;3;3;286
23284;11;1;2021;1;11;1;2;2;2;2;667
23284;22;1;2021;1;11;1;3;3;3;3;597
23284;24;1;2021;1;11;1;3;3;1;3;1700
23284;25;1;2021;1;11;1;3;3;1;3;624
23284;33;1;2021;1;11;1;2;2;3;1;1334
23284;42;1;2021;1;11;1;3;3;3;3;1334
23284;49;1;2021;1;11;1;3;3;1;3;624
23337;25;1;2021;1;11;1;3;3;3;3;958
23337;29;1;2021;1;11;1;3;3;3;3;1346
23337;32;1;2021;1;11;1;3;3;1;3;2234
23337;41;1;2021;1;11;1;1;3;3;3;2693
23392;8;1;2021;1;11;1;3;3;1;1;1482
23392;22;1;2021;1;11;1;3;3;3;3;1184
23392;25;1;2021;1;11;1;3;3;3;3;491
23392;38;1;2021;1;11;1;3;3;1;1;1281
23392;42;1;2021;1;11;1;3;3;3;3;491
23392;49;1;2021;1;11;1;3;3;3;3;421
23392;56;1;2021;1;11;1;1;1;3;1;2223
23448;2;1;2021;1;11;1;3;3;1;3;561
23448;23;1;2021;1;11;1;3;3;3;1;1166
23448;25;1;2021;1;11;1;1;1;3;3;399
23448;35;1;2021;1;11;1;3;3;3;1;702
23448;55;1;2021;1;11;1;3;2;3;1;597
23448;61;1;2021;1;11;1;3;3;3;3;628
23448;67;1;2021;1;11;1;3;3;3;3;1885
23448;68;1;2021;1;11;1;3;3;3;3;1122
23502;9;1;2021;1;11;1;3;3;1;1;580
23502;22;1;2021;1;11;1;3;1;3;1;682
23502;27;1;2021;1;11;1;3;3;3;3;388
23502;31;1;2021;1;11;1;3;3;1;3;638
23502;40;1;2021;1;11;1;2;2;2;2;1914
23502;49;1;2021;1;11;1;2;2;1;1;776
23502;50;1;2021;1;11;1;3;3;3;3;545
23603;2;1;2021;1;11;1;3;3;3;3;2421
23603;9;1;2021;1;11;1;3;3;1;1;1239
23603;9;2;2021;1;11;1;3;3;1;3;605
23603;11;1;2021;1;11;1;3;1;3;3;1451
23603;14;1;2021;1;11;1;3;3;3;3;1459
23603;22;1;2021;1;11;1;3;3;3;3;605
23603;28;1;2021;1;11;1;3;1;3;1;1305
23603;71;1;2021;1;11;1;3;3;3;3;682
23659;5;1;2021;1;11;1;3;3;1;3;552
23659;8;1;2021;1;11;1;3;3;3;3;528
23659;12;1;2021;1;11;1;3;3;1;1;534
23659;18;1;2021;1;11;1;8;1;1;1;1056
23659;25;1;2021;1;11;1;3;1;1;3;490
23659;43;1;2021;1;11;1;3;3;3;3;534
23659;56;1;2021;1;11;1;3;3;3;3;490
23659;65;1;2021;1;11;1;3;3;3;3;671
23716;5;1;2021;1;11;1;2;2;3;3;284
23716;20;1;2021;1;11;1;3;1;3;1;781
23716;23;1;2021;1;11;1;3;3;3;3;178
23716;31;1;2021;1;11;1;3;3;3;2;251
